,rest_name,locality,rating,cuisines,cost_for_two,votes
1930,Umiya Annpurna Kathiyawadi                                     ,Isanpur,3.4,"['Gujarati', 'North Indian']",500,26
1931,Magic Maza                                     ,Navrangpura,3.4,"['Fast Food', 'North Indian']",350,23
1932,Ninis Night Food                                     ,Thaltej,3.5,['Fast Food'],200,32
1933,Expression of Cooking                                     ,Satellite,3.1,['Bakery'],300,5
1934,Meals For All                                     ,Prahlad Nagar,3.2,"['North Indian', 'Chinese']",400,25
1935,Corn And Khichu                                     ,Ghatlodia,3.5,['Street Food'],150,23
1936,Fondue Nation                                     ,"SBR Social, Bodakdev",3.7,['Fast Food'],500,22
1937,R.K's Nasta House                                     ,Satellite,3.5,"['North Indian', 'Street Food']",200,24
1938,Little Caesar's Pizza                                     ,Bodakdev,3.6,"['Pizza', 'Fast Food']",400,25
1939,Dwarkesh Thal                                     ,Thaltej,3.8,"['North Indian', 'Gujarati']",650,23
1940,Mr. Dosa                                     ,Bapunagar,3.5,"['South Indian', 'Fast Food']",400,30
1941,Tawa Restaurant                                     ,Sarkhej,3.4,['North Indian'],600,12
1942,Laxmi Idli Vada Center                                     ,Mani Nagar,3.3,['South Indian'],200,31
1943,Chamunda Farsan Center                                     ,Nava Vadaj,3.4,['Gujarati'],150,33
1944,Baba The Special Egg'S                                     ,Prahlad Nagar,3.1,"['Fast Food', 'Street Food']",200,27
1945,Kamala Cafe                                     ,Bodakdev,3.8,['Cafe'],400,26
1946,Shree Shakti Chula Dosa                                     ,Vastral,3.5,['South Indian'],300,31
1947,J P Food                                     ,Memnagar,3.4,['Fast Food'],200,25
1948,Trupti Restaurant                                     ,Lal Darwaja,3.5,"['North Indian', 'South Indian', 'Fast Food']",300,28
1949,The Blackbird's Cafe                                     ,Nikol,3.3,"['Fast Food', 'Italian']",300,30
1950,Om Foods                                     ,Adalaj,2.9,"['North Indian', 'South Indian']",350,22
1951,Hotel Royal Palace                                     ,Sarkhej,2.8,"['North Indian', 'Chinese', 'Fast Food', 'Beverages', 'South Indian']",550,29
1952,A One Chinese Mughlai & Fry                                     ,Rakhial,3.4,"['North Indian', 'Mughlai', 'Chinese']",500,29
1953,Shreenath Vadapav                                     ,Vastrapur,3.3,"['Fast Food', 'Street Food', 'Sandwich']",150,23
1954,Taste Fast                                     ,Satellite,3.5,['North Indian'],400,30
1955,Mr. Punjab                                     ,Bapunagar,3.5,['North Indian'],600,27
1956,A-1 Panjabi FastFood                                     ,"Chopati, Sector 16",3.4,"['North Indian', 'Chinese', 'Gujarati', 'Street Food']",450,30
1957,Pomo's Pizza                                     ,Mani Nagar,2.6,"['Pizza', 'Fast Food']",350,24
1958,Hungry Birds Express                                     ,Mani Nagar,3.4,"['North Indian', 'Chinese', 'Biryani', 'BBQ']",500,25
1959,U.S. Pizza                                     ,Thaltej,3.4,"['Pizza', 'Fast Food', 'American']",500,25
1960,Green Rio Restaurant                                     ,Naroda,3.6,"['North Indian', 'Chinese']",500,23
1961,N K Fast Food                                     ,Ghatlodia,3.4,"['Fast Food', 'Street Food']",200,22
1962,Mumbai Fastfood Centre                                     ,Ranip,3.6,"['Fast Food', 'Street Food']",200,30
1963,Food Cabin                                     ,Mani Nagar,3.4,"['North Indian', 'Chinese', 'Sandwich', 'Street Food']",500,22
1964,Bombay A-One Bhathiyara                                     ,Sarkhej,3.4,['Biryani'],300,21
1965,Bonfire                                     ,Airport Gandhinagar Highway,2.9,"['North Indian', 'Chinese', 'Fast Food']",400,27
1966,Food On Door                                     ,Vejalpur,3.3,"['North Indian', 'Chinese', 'Fast Food']",400,20
1967,Dashmesh Hotel                                     ,Naroda,3.6,['North Indian'],500,29
1968,MH-18                                     ,Mani Nagar,3.5,['Maharashtrian'],250,18
1969,The Tasty Bite                                     ,Chandkheda,2.4,"['North Indian', 'Chinese', 'Gujarati']",450,21
1970,Mom's Cafe                                     ,Naranpura,3.4,"['Fast Food', 'Street Food']",200,24
1971,Shree Swaminarayan Bakery                                     ,Nikol,3.4,['Bakery'],300,18
1972,Litti Chokha Wala                                     ,Naranpura,2.7,['Bihari'],400,24
1973,Mom Kitchen                                     ,Jamalpur,3.3,"['North Indian', 'Chinese', 'Fast Food']",300,21
1974,New Pizza Point                                     ,Sarkhej,3.4,"['Pizza', 'Fast Food']",450,23
1975,Tea Culture                                     ,Mani Nagar,3.8,"['Sandwich', 'Fast Food', 'Beverages', 'Tea', 'Street Food']",250,34
1976,President Lounge                                     ,"Sector 7, Gandhinagar",3.4,"['Fast Food', 'Chinese', 'Italian', 'Beverages']","1,000",12
1977,Shri Ambica Sweet & Namkeen                                     ,"Sector 25, Gandhinagar",3.3,"['Mithai', 'Desserts', 'Fast Food', 'Street Food']",150,28
1978,Gravitic Juice                                     ,Infocity,3.3,"['Juices', 'Salad']",250,21
1979,Anand Pizza & Snacks                                     ,Prahlad Nagar,3.3,"['Pizza', 'Fast Food', 'Street Food', 'Ice Cream', 'Beverages']",250,16
1980,Aunty Ka Dhaba                                     ,Navrangpura,3.6,"['North Indian', 'Chinese']",300,30
1981,Esteem                                     ,Hansol,3.5,"['North Indian', 'Chinese', 'Mughlai']",700,20
1982,Love For Salad                                     ,Thaltej,3.4,"['Healthy Food', 'Salad']",300,25
1983,Shiv Sandwich                                     ,Ambavadi,3.4,['Fast Food'],200,34
1984,Corky Kitchen                                     ,Gurukul,3.6,"['Fast Food', 'Beverages']",300,19
1985,Vibes Bistro                                     ,Airport Gandhinagar Highway,3.6,['Fast Food'],500,19
1986,Chef Aarti Tejwani                                     ,Mani Nagar,3.7,['Bakery'],250,22
1987,Indo China Food Junction                                     ,Airport Gandhinagar Highway,3.3,"['South Indian', 'Chinese', 'Sandwich', 'Street Food']",300,17
1988,Signature Restaurant                                     ,Thaltej,3.2,"['North Indian', 'Fast Food', 'Chinese']","1,000",13
1989,Janta Snacks Parlour                                     ,Navrangpura,2.8,"['Fast Food', 'Sandwich']",300,23
1990,Smokyzz - Grill & Barbeque                                     ,"Ramada, Prahlad Nagar",3.4,"['North Indian', 'BBQ']","2,000",20
1991,Eat Fresh                                     ,Vejalpur,2.9,"['Street Food', 'Fast Food']",200,10
1992,Khichdi Cafe                                     ,Bopal,3.6,['North Indian'],300,19
1993,Tadka 99                                     ,Mani Nagar,3.3,"['North Indian', 'Chinese']",250,17
1994,Meera Family Paan Lounge                                     ,Vastrapur,3.5,"['Paan', 'Beverages']",150,26
1995,Bombay Biryani                                     ,Shahibagh,3.5,['Biryani'],250,29
1996,Cake Crown                                     ,Isanpur,3.3,"['Bakery', 'Desserts']",250,18
1997,Satnam Dal Pakwan And Nasta Center                                     ,Naranpura,3.5,"['Street Food', 'Gujarati']",200,26
1998,Nagar Farsan Corner                                     ,Mani Nagar,3.4,['Street Food'],100,31
1999,Rajputana Handi                                     ,Naroda,3.4,"['North Indian', 'Mughlai']",500,21
2000,Ankita Bhaji Pav                                     ,Chandkheda,3.4,"['Street Food', 'Fast Food', 'South Indian', 'Chinese']",300,33
2001,We Knead It                                     ,Thaltej,3.6,"['Bakery', 'Desserts']",300,18
2002,Burgobite                                     ,Vasna,3.3,['Fast Food'],400,19
2003,Kaushal Restaurant                                     ,Chandkheda,2.6,"['Italian', 'Mughlai', 'South Indian', 'North Indian']",600,23
2004,Lazeez Point                                     ,Sarkhej,3.3,"['Chinese', 'Mughlai', 'North Indian']",500,27
2005,Tawa Ice Cream                                     ,Kankaria,3,"['Ice Cream', 'Fast Food', 'Street Food', 'Sandwich', 'Beverages']",s. 400,20
2006,Vijay Juice & Snack Parlour                                     ,Ellis Bridge,3.5,"['South Indian', 'Street Food', 'Desserts']",s. 300,28
2007,Gangdhar Restaurant                                     ,Odhav,3.5,['Street Food'],s. 250,21
2008,Gujju The Live Nasta Hub                                     ,Satellite,3.4,"['Fast Food', 'Gujarati']",s. 150,20
2009,Shree Karni Sandwich                                     ,Sabarmati,3.4,['Fast Food'],s. 300,18
2010,Good Morning Breakfast                                     ,Bopal,3.5,['South Indian'],s. 300,20
2011,The Cake Place - Radisson Blu                                     ,"Radisson Blu, Ambavadi",3.4,"['Bakery', 'Desserts', 'Beverages']",s. 600,25
2012,Amardeep Restaurant                                     ,Paldi,3.2,['North Indian'],s. 400,22
2013,Murlidhar Ice Cream & Sweet Parlour                                     ,Bopal,3.3,"['Desserts', 'Ice Cream']",s. 200,24
2014,Rolls n More                                     ,Satellite,3.4,"['Rolls', 'Fast Food']",s. 300,27
2015,Maggi 18+                                     ,Sola,2.7,"['Fast Food', 'Street Food']",s. 400,26
2016,Kwality Food                                     ,Vejalpur,3.3,['Fast Food'],s. 250,30
2017,Rworld Food                                     ,Satellite,3.3,"['North Indian', 'Chinese']",s. 250,24
2018,Sasa's Kitchen                                     ,Satellite,3.4,"['North Indian', 'Gujarati', 'Fast Food', 'South Indian']",s. 300,18
2019,Zizzy Grill                                     ,Odhav,3.6,"['North Indian', 'Chinese']",s. 500,25
2020,Charotari Khichdi                                     ,Gota,3.5,['Gujarati'],350,21
2021,Big Bowl Inc                                     ,Prahlad Nagar,3.6,"['North Indian', 'Asian']",500,21
2022,Baba Deepsingh Punjabi  Dhaba                                     ,Vatva,3.4,['North Indian'],150,11
2023,Zippy Meals                                     ,Infocity,3.5,"['Fast Food', 'North Indian']",300,25
2024,Food On Door                                     ,Vejalpur,3.4,"['North Indian', 'Chinese', 'Fast Food']",300,20
2025,Shree Jalaram Parotha House                                     ,Paldi,3.3,"['North Indian', 'Gujarati']",300,25
2026,Iyer'S Kitchen                                     ,Bopal,2.8,['South Indian'],300,21
2027,Hello Healthy                                     ,Gota,3.4,"['Healthy Food', 'Beverages']",350,18
2028,Piece of Cake                                     ,Bopal,3.4,['Bakery'],200,15
2029,Hotel Shere Punjab                                     ,Hansol,3.4,"['North Indian', 'Chinese']",700,26
2030,Punjab Di Mehak                                     ,Bopal,3.2,"['North Indian', 'Chinese', 'Mughlai']",350,28
2031,Hariom Food Center                                     ,Prahlad Nagar,3.3,"['Gujarati', 'North Indian']",300,30
2032,Estrella De Mar                                     ,Airport Gandhinagar Highway,3.2,"['Fast Food', 'Beverages']",400,15
2033,FFC                                     ,Gota,3.4,"['North Indian', 'Chinese', 'Fast Food']",300,19
2034,Delicious Food                                     ,"Sector 16, Gandhinagar",3.5,"['Street Food', 'South Indian']",200,25
2035,Champaji Farsan House                                     ,Paldi,3.6,"['Mithai', 'Fast Food']",250,24
2036,Dibbaaz                                     ,Vastrapur,3.6,"['North Indian', 'Fast Food']",400,18
2037,Fit Box                                     ,Vastrapur,3.4,"['Healthy Food', 'Salad', 'Beverages']",300,16
2038,Chalo Jamiye                                     ,Vastral,3.2,"['Gujarati', 'South Indian']",200,29
2039,Paaji De Kulche                                     ,Vastrapur,2.9,"['North Indian', 'Chinese', 'Fast Food']",400,22
2040,Raghuvansi Thal                                     ,Sola,3.5,['Gujarati'],500,23
2041,Jaydeep Khana Khazana                                     ,Chandkheda,3.4,"['North Indian', 'Chinese']",450,28
2042,The Egg Factory                                     ,Navrangpura,2.6,['Fast Food'],400,25
2043,MM Kota Kachori                                     ,Satellite,3.4,['Street Food'],100,26
2044,Mahalaxmi Bhaji Pav                                     ,"SBR Social, Bodakdev",3.6,['Street Food'],250,25
2045,Swastik Fast Food                                     ,Ghatlodia,3.3,['Fast Food'],300,23
